action_id,pattern,region,concurrency,access_pattern,block_size,duration_s,memory_mb,copy_threads,cpu_threads,warm_copy,max_errors,stress_score
310,checkerboard,0,medium,rowhammer_like,page_4KB,120,4096,8,4,True,1,7.727892480000001
311,checkerboard,0,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,10.303856640000001
312,checkerboard,0,high,sequential,page_4KB,30,4096,16,8,True,-1,5.00346
313,checkerboard,0,high,sequential,page_4KB,60,4096,16,8,True,-1,6.004151999999999
314,checkerboard,0,high,sequential,page_4KB,120,4096,16,8,True,-1,7.50519
315,checkerboard,0,high,sequential,page_4KB,300,0,16,8,True,-1,11.674739999999996
316,checkerboard,0,high,random,page_4KB,30,4096,16,8,True,10,6.320159999999999
317,checkerboard,0,high,random,page_4KB,60,4096,16,8,True,10,7.584191999999999
318,checkerboard,0,high,random,page_4KB,120,4096,16,8,True,10,9.480239999999998
319,checkerboard,0,high,random,page_4KB,300,0,16,8,True,10,14.747039999999998
320,checkerboard,0,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,9.269568
321,checkerboard,0,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,11.1234816
322,checkerboard,0,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.904351999999998
323,checkerboard,0,high,rowhammer_like,page_4KB,300,0,16,8,True,1,21.628991999999997
324,checkerboard,1,low,sequential,page_4KB,30,256,4,0,False,-1,0.969
325,checkerboard,1,low,sequential,page_4KB,60,1024,4,0,False,-1,1.3679999999999999
326,checkerboard,1,low,sequential,page_4KB,120,1024,4,0,False,-1,1.7099999999999997
327,checkerboard,1,low,sequential,page_4KB,300,1024,4,0,False,-1,2.28
328,checkerboard,1,low,random,page_4KB,30,256,4,0,True,10,1.3464
329,checkerboard,1,low,random,page_4KB,60,1024,4,0,True,10,1.9008
330,checkerboard,1,low,random,page_4KB,120,1024,4,0,True,10,2.3760000000000003
331,checkerboard,1,low,random,page_4KB,300,1024,4,0,True,10,3.168
332,checkerboard,1,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.9747200000000003
333,checkerboard,1,low,rowhammer_like,page_4KB,60,1024,4,0,True,1,2.7878400000000005
334,checkerboard,1,low,rowhammer_like,page_4KB,120,1024,4,0,True,1,3.4848000000000003
335,checkerboard,1,low,rowhammer_like,page_4KB,300,1024,4,0,True,1,4.646400000000001
336,checkerboard,1,medium,sequential,page_4KB,30,1024,8,4,True,-1,2.317392
337,checkerboard,1,medium,sequential,page_4KB,60,1024,8,4,True,-1,2.7808704000000004
338,checkerboard,1,medium,sequential,page_4KB,120,4096,8,4,True,-1,4.171305600000001
339,checkerboard,1,medium,sequential,page_4KB,300,4096,8,4,True,-1,5.561740800000001
340,checkerboard,1,medium,random,page_4KB,30,1024,8,4,True,10,2.9272320000000005
341,checkerboard,1,medium,random,page_4KB,60,1024,8,4,True,10,3.5126784000000004
342,checkerboard,1,medium,random,page_4KB,120,4096,8,4,True,10,5.269017600000001
343,checkerboard,1,medium,random,page_4KB,300,4096,8,4,True,10,7.025356800000001
344,checkerboard,1,medium,rowhammer_like,page_4KB,30,1024,8,4,True,1,4.293273600000001
345,checkerboard,1,medium,rowhammer_like,page_4KB,60,1024,8,4,True,1,5.151928320000001
346,checkerboard,1,medium,rowhammer_like,page_4KB,120,4096,8,4,True,1,7.727892480000001
347,checkerboard,1,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,10.303856640000001
348,checkerboard,1,high,sequential,page_4KB,30,4096,16,8,True,-1,5.00346
349,checkerboard,1,high,sequential,page_4KB,60,4096,16,8,True,-1,6.004151999999999
350,checkerboard,1,high,sequential,page_4KB,120,4096,16,8,True,-1,7.50519
351,checkerboard,1,high,sequential,page_4KB,300,0,16,8,True,-1,11.674739999999996
352,checkerboard,1,high,random,page_4KB,30,4096,16,8,True,10,6.320159999999999
353,checkerboard,1,high,random,page_4KB,60,4096,16,8,True,10,7.584191999999999
354,checkerboard,1,high,random,page_4KB,120,4096,16,8,True,10,9.480239999999998
355,checkerboard,1,high,random,page_4KB,300,0,16,8,True,10,14.747039999999998
356,checkerboard,1,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,9.269568
357,checkerboard,1,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,11.1234816
358,checkerboard,1,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.904351999999998
359,checkerboard,1,high,rowhammer_like,page_4KB,300,0,16,8,True,1,21.628991999999997
360,checkerboard,2,low,sequential,page_4KB,30,256,4,0,False,-1,0.969
361,checkerboard,2,low,sequential,page_4KB,60,1024,4,0,False,-1,1.3679999999999999
362,checkerboard,2,low,sequential,page_4KB,120,1024,4,0,False,-1,1.7099999999999997
363,checkerboard,2,low,sequential,page_4KB,300,1024,4,0,False,-1,2.28
364,checkerboard,2,low,random,page_4KB,30,256,4,0,True,10,1.3464
365,checkerboard,2,low,random,page_4KB,60,1024,4,0,True,10,1.9008
366,checkerboard,2,low,random,page_4KB,120,1024,4,0,True,10,2.3760000000000003
367,checkerboard,2,low,random,page_4KB,300,1024,4,0,True,10,3.168
368,checkerboard,2,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.9747200000000003
369,checkerboard,2,low,rowhammer_like,page_4KB,60,1024,4,0,True,1,2.7878400000000005
370,checkerboard,2,low,rowhammer_like,page_4KB,120,1024,4,0,True,1,3.4848000000000003
371,checkerboard,2,low,rowhammer_like,page_4KB,300,1024,4,0,True,1,4.646400000000001
372,checkerboard,2,medium,sequential,page_4KB,30,1024,8,4,True,-1,2.317392
373,checkerboard,2,medium,sequential,page_4KB,60,1024,8,4,True,-1,2.7808704000000004
374,checkerboard,2,medium,sequential,page_4KB,120,4096,8,4,True,-1,4.171305600000001
375,checkerboard,2,medium,sequential,page_4KB,300,4096,8,4,True,-1,5.561740800000001
376,checkerboard,2,medium,random,page_4KB,30,1024,8,4,True,10,2.9272320000000005
377,checkerboard,2,medium,random,page_4KB,60,1024,8,4,True,10,3.5126784000000004
378,checkerboard,2,medium,random,page_4KB,120,4096,8,4,True,10,5.269017600000001
379,checkerboard,2,medium,random,page_4KB,300,4096,8,4,True,10,7.025356800000001
380,checkerboard,2,medium,rowhammer_like,page_4KB,30,1024,8,4,True,1,4.293273600000001
381,checkerboard,2,medium,rowhammer_like,page_4KB,60,1024,8,4,True,1,5.151928320000001
382,checkerboard,2,medium,rowhammer_like,page_4KB,120,4096,8,4,True,1,7.727892480000001
383,checkerboard,2,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,10.303856640000001
384,checkerboard,2,high,sequential,page_4KB,30,4096,16,8,True,-1,5.00346
385,checkerboard,2,high,sequential,page_4KB,60,4096,16,8,True,-1,6.004151999999999
386,checkerboard,2,high,sequential,page_4KB,120,4096,16,8,True,-1,7.50519
387,checkerboard,2,high,sequential,page_4KB,300,0,16,8,True,-1,11.674739999999996
388,checkerboard,2,high,random,page_4KB,30,4096,16,8,True,10,6.320159999999999
389,checkerboard,2,high,random,page_4KB,60,4096,16,8,True,10,7.584191999999999
390,checkerboard,2,high,random,page_4KB,120,4096,16,8,True,10,9.480239999999998
391,checkerboard,2,high,random,page_4KB,300,0,16,8,True,10,14.747039999999998
392,checkerboard,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,9.269568
393,checkerboard,2,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,11.1234816
394,checkerboard,2,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.904351999999998
395,checkerboard,2,high,rowhammer_like,page_4KB,300,0,16,8,True,1,21.628991999999997
396,checkerboard,3,low,sequential,page_4KB,30,256,4,0,False,-1,0.969
397,checkerboard,3,low,sequential,page_4KB,60,1024,4,0,False,-1,1.3679999999999999
398,checkerboard,3,low,sequential,page_4KB,120,1024,4,0,False,-1,1.7099999999999997
399,checkerboard,3,low,sequential,page_4KB,300,1024,4,0,False,-1,2.28
400,checkerboard,3,low,random,page_4KB,30,256,4,0,True,10,1.3464
401,checkerboard,3,low,random,page_4KB,60,1024,4,0,True,10,1.9008
402,checkerboard,3,low,random,page_4KB,120,1024,4,0,True,10,2.3760000000000003
403,checkerboard,3,low,random,page_4KB,300,1024,4,0,True,10,3.168
404,checkerboard,3,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.9747200000000003
405,checkerboard,3,low,rowhammer_like,page_4KB,60,1024,4,0,True,1,2.7878400000000005
406,checkerboard,3,low,rowhammer_like,page_4KB,120,1024,4,0,True,1,3.4848000000000003
407,checkerboard,3,low,rowhammer_like,page_4KB,300,1024,4,0,True,1,4.646400000000001
408,checkerboard,3,medium,sequential,page_4KB,30,1024,8,4,True,-1,2.317392
409,checkerboard,3,medium,sequential,page_4KB,60,1024,8,4,True,-1,2.7808704000000004
410,checkerboard,3,medium,sequential,page_4KB,120,4096,8,4,True,-1,4.171305600000001
411,checkerboard,3,medium,sequential,page_4KB,300,4096,8,4,True,-1,5.561740800000001
412,checkerboard,3,medium,random,page_4KB,30,1024,8,4,True,10,2.9272320000000005
413,checkerboard,3,medium,random,page_4KB,60,1024,8,4,True,10,3.5126784000000004
414,checkerboard,3,medium,random,page_4KB,120,4096,8,4,True,10,5.269017600000001
415,checkerboard,3,medium,random,page_4KB,300,4096,8,4,True,10,7.025356800000001
416,checkerboard,3,medium,rowhammer_like,page_4KB,30,1024,8,4,True,1,4.293273600000001
417,checkerboard,3,medium,rowhammer_like,page_4KB,60,1024,8,4,True,1,5.151928320000001
418,checkerboard,3,medium,rowhammer_like,page_4KB,120,4096,8,4,True,1,7.727892480000001
419,checkerboard,3,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,10.303856640000001
420,checkerboard,3,high,sequential,page_4KB,30,4096,16,8,True,-1,5.00346
421,checkerboard,3,high,sequential,page_4KB,60,4096,16,8,True,-1,6.004151999999999
422,checkerboard,3,high,sequential,page_4KB,120,4096,16,8,True,-1,7.50519
423,checkerboard,3,high,sequential,page_4KB,300,0,16,8,True,-1,11.674739999999996
424,checkerboard,3,high,random,page_4KB,30,4096,16,8,True,10,6.320159999999999
425,checkerboard,3,high,random,page_4KB,60,4096,16,8,True,10,7.584191999999999
426,checkerboard,3,high,random,page_4KB,120,4096,16,8,True,10,9.480239999999998
427,checkerboard,3,high,random,page_4KB,300,0,16,8,True,10,14.747039999999998
428,checkerboard,3,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,9.269568
429,checkerboard,3,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,11.1234816
430,checkerboard,3,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.904351999999998
431,checkerboard,3,high,rowhammer_like,page_4KB,300,0,16,8,True,1,21.628991999999997
432,checkerboard,4,low,sequential,page_4KB,30,256,4,0,False,-1,0.969
433,checkerboard,4,low,sequential,page_4KB,60,1024,4,0,False,-1,1.3679999999999999
434,checkerboard,4,low,sequential,page_4KB,120,1024,4,0,False,-1,1.7099999999999997
435,checkerboard,4,low,sequential,page_4KB,300,1024,4,0,False,-1,2.28
436,checkerboard,4,low,random,page_4KB,30,256,4,0,True,10,1.3464
437,checkerboard,4,low,random,page_4KB,60,1024,4,0,True,10,1.9008
438,checkerboard,4,low,random,page_4KB,120,1024,4,0,True,10,2.3760000000000003
439,checkerboard,4,low,random,page_4KB,300,1024,4,0,True,10,3.168
440,checkerboard,4,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.9747200000000003
441,checkerboard,4,low,rowhammer_like,page_4KB,60,1024,4,0,True,1,2.7878400000000005
442,checkerboard,4,low,rowhammer_like,page_4KB,120,1024,4,0,True,1,3.4848000000000003
443,checkerboard,4,low,rowhammer_like,page_4KB,300,1024,4,0,True,1,4.646400000000001
444,checkerboard,4,medium,sequential,page_4KB,30,1024,8,4,True,-1,2.317392
445,checkerboard,4,medium,sequential,page_4KB,60,1024,8,4,True,-1,2.7808704000000004
446,checkerboard,4,medium,sequential,page_4KB,120,4096,8,4,True,-1,4.171305600000001
447,checkerboard,4,medium,sequential,page_4KB,300,4096,8,4,True,-1,5.561740800000001
448,checkerboard,4,medium,random,page_4KB,30,1024,8,4,True,10,2.9272320000000005
449,checkerboard,4,medium,random,page_4KB,60,1024,8,4,True,10,3.5126784000000004
450,checkerboard,4,medium,random,page_4KB,120,4096,8,4,True,10,5.269017600000001
451,checkerboard,4,medium,random,page_4KB,300,4096,8,4,True,10,7.025356800000001
452,checkerboard,4,medium,rowhammer_like,page_4KB,30,1024,8,4,True,1,4.293273600000001
453,checkerboard,4,medium,rowhammer_like,page_4KB,60,1024,8,4,True,1,5.151928320000001
454,checkerboard,4,medium,rowhammer_like,page_4KB,120,4096,8,4,True,1,7.727892480000001
455,checkerboard,4,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,10.303856640000001
456,checkerboard,4,high,sequential,page_4KB,30,4096,16,8,True,-1,5.00346
457,checkerboard,4,high,sequential,page_4KB,60,4096,16,8,True,-1,6.004151999999999
458,checkerboard,4,high,sequential,page_4KB,120,4096,16,8,True,-1,7.50519
459,checkerboard,4,high,sequential,page_4KB,300,0,16,8,True,-1,11.674739999999996
460,checkerboard,4,high,random,page_4KB,30,4096,16,8,True,10,6.320159999999999
461,checkerboard,4,high,random,page_4KB,60,4096,16,8,True,10,7.584191999999999
462,checkerboard,4,high,random,page_4KB,120,4096,16,8,True,10,9.480239999999998
463,checkerboard,4,high,random,page_4KB,300,0,16,8,True,10,14.747039999999998
464,checkerboard,4,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,9.269568
465,checkerboard,4,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,11.1234816
466,checkerboard,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.904351999999998
467,checkerboard,4,high,rowhammer_like,page_4KB,300,0,16,8,True,1,21.628991999999997
468,checkerboard,5,low,sequential,page_4KB,30,256,4,0,False,-1,0.969
469,checkerboard,5,low,sequential,page_4KB,60,1024,4,0,False,-1,1.3679999999999999
470,checkerboard,5,low,sequential,page_4KB,120,1024,4,0,False,-1,1.7099999999999997
471,checkerboard,5,low,sequential,page_4KB,300,1024,4,0,False,-1,2.28
472,checkerboard,5,low,random,page_4KB,30,256,4,0,True,10,1.3464
473,checkerboard,5,low,random,page_4KB,60,1024,4,0,True,10,1.9008
474,checkerboard,5,low,random,page_4KB,120,1024,4,0,True,10,2.3760000000000003
475,checkerboard,5,low,random,page_4KB,300,1024,4,0,True,10,3.168
476,checkerboard,5,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.9747200000000003
477,checkerboard,5,low,rowhammer_like,page_4KB,60,1024,4,0,True,1,2.7878400000000005
478,checkerboard,5,low,rowhammer_like,page_4KB,120,1024,4,0,True,1,3.4848000000000003
479,checkerboard,5,low,rowhammer_like,page_4KB,300,1024,4,0,True,1,4.646400000000001
480,checkerboard,5,medium,sequential,page_4KB,30,1024,8,4,True,-1,2.317392
481,checkerboard,5,medium,sequential,page_4KB,60,1024,8,4,True,-1,2.7808704000000004
482,checkerboard,5,medium,sequential,page_4KB,120,4096,8,4,True,-1,4.171305600000001
483,checkerboard,5,medium,sequential,page_4KB,300,4096,8,4,True,-1,5.561740800000001
484,checkerboard,5,medium,random,page_4KB,30,1024,8,4,True,10,2.9272320000000005
485,checkerboard,5,medium,random,page_4KB,60,1024,8,4,True,10,3.5126784000000004
486,checkerboard,5,medium,random,page_4KB,120,4096,8,4,True,10,5.269017600000001
487,checkerboard,5,medium,random,page_4KB,300,4096,8,4,True,10,7.025356800000001
488,checkerboard,5,medium,rowhammer_like,page_4KB,30,1024,8,4,True,1,4.293273600000001
489,checkerboard,5,medium,rowhammer_like,page_4KB,60,1024,8,4,True,1,5.151928320000001
490,checkerboard,5,medium,rowhammer_like,page_4KB,120,4096,8,4,True,1,7.727892480000001
491,checkerboard,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,10.303856640000001
492,checkerboard,5,high,sequential,page_4KB,30,4096,16,8,True,-1,5.00346
493,checkerboard,5,high,sequential,page_4KB,60,4096,16,8,True,-1,6.004151999999999
494,checkerboard,5,high,sequential,page_4KB,120,4096,16,8,True,-1,7.50519
495,checkerboard,5,high,sequential,page_4KB,300,0,16,8,True,-1,11.674739999999996
496,checkerboard,5,high,random,page_4KB,30,4096,16,8,True,10,6.320159999999999
497,checkerboard,5,high,random,page_4KB,60,4096,16,8,True,10,7.584191999999999
498,checkerboard,5,high,random,page_4KB,120,4096,16,8,True,10,9.480239999999998
499,checkerboard,5,high,random,page_4KB,300,0,16,8,True,10,14.747039999999998
500,checkerboard,5,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,9.269568
501,checkerboard,5,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,11.1234816
502,checkerboard,5,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.904351999999998
503,checkerboard,5,high,rowhammer_like,page_4KB,300,0,16,8,True,1,21.628991999999997
504,checkerboard,6,low,sequential,page_4KB,30,256,4,0,False,-1,0.969
505,checkerboard,6,low,sequential,page_4KB,60,1024,4,0,False,-1,1.3679999999999999
506,checkerboard,6,low,sequential,page_4KB,120,1024,4,0,False,-1,1.7099999999999997
507,checkerboard,6,low,sequential,page_4KB,300,1024,4,0,False,-1,2.28
508,checkerboard,6,low,random,page_4KB,30,256,4,0,True,10,1.3464
509,checkerboard,6,low,random,page_4KB,60,1024,4,0,True,10,1.9008
510,checkerboard,6,low,random,page_4KB,120,1024,4,0,True,10,2.3760000000000003
511,checkerboard,6,low,random,page_4KB,300,1024,4,0,True,10,3.168
512,checkerboard,6,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.9747200000000003
513,checkerboard,6,low,rowhammer_like,page_4KB,60,1024,4,0,True,1,2.7878400000000005
514,checkerboard,6,low,rowhammer_like,page_4KB,120,1024,4,0,True,1,3.4848000000000003
515,checkerboard,6,low,rowhammer_like,page_4KB,300,1024,4,0,True,1,4.646400000000001
516,checkerboard,6,medium,sequential,page_4KB,30,1024,8,4,True,-1,2.317392
517,checkerboard,6,medium,sequential,page_4KB,60,1024,8,4,True,-1,2.7808704000000004
518,checkerboard,6,medium,sequential,page_4KB,120,4096,8,4,True,-1,4.171305600000001
519,checkerboard,6,medium,sequential,page_4KB,300,4096,8,4,True,-1,5.561740800000001
520,checkerboard,6,medium,random,page_4KB,30,1024,8,4,True,10,2.9272320000000005
521,checkerboard,6,medium,random,page_4KB,60,1024,8,4,True,10,3.5126784000000004
522,checkerboard,6,medium,random,page_4KB,120,4096,8,4,True,10,5.269017600000001
523,checkerboard,6,medium,random,page_4KB,300,4096,8,4,True,10,7.025356800000001
524,checkerboard,6,medium,rowhammer_like,page_4KB,30,1024,8,4,True,1,4.293273600000001
525,checkerboard,6,medium,rowhammer_like,page_4KB,60,1024,8,4,True,1,5.151928320000001
526,checkerboard,6,medium,rowhammer_like,page_4KB,120,4096,8,4,True,1,7.727892480000001
527,checkerboard,6,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,10.303856640000001
528,checkerboard,6,high,sequential,page_4KB,30,4096,16,8,True,-1,5.00346
529,checkerboard,6,high,sequential,page_4KB,60,4096,16,8,True,-1,6.004151999999999
530,checkerboard,6,high,sequential,page_4KB,120,4096,16,8,True,-1,7.50519
531,checkerboard,6,high,sequential,page_4KB,300,0,16,8,True,-1,11.674739999999996
532,checkerboard,6,high,random,page_4KB,30,4096,16,8,True,10,6.320159999999999
533,checkerboard,6,high,random,page_4KB,60,4096,16,8,True,10,7.584191999999999
534,checkerboard,6,high,random,page_4KB,120,4096,16,8,True,10,9.480239999999998
535,checkerboard,6,high,random,page_4KB,300,0,16,8,True,10,14.747039999999998
536,checkerboard,6,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,9.269568
537,checkerboard,6,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,11.1234816
538,checkerboard,6,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.904351999999998
539,checkerboard,6,high,rowhammer_like,page_4KB,300,0,16,8,True,1,21.628991999999997
540,checkerboard,7,low,sequential,page_4KB,30,256,4,0,False,-1,0.969
541,checkerboard,7,low,sequential,page_4KB,60,1024,4,0,False,-1,1.3679999999999999
542,checkerboard,7,low,sequential,page_4KB,120,1024,4,0,False,-1,1.7099999999999997
543,checkerboard,7,low,sequential,page_4KB,300,1024,4,0,False,-1,2.28
544,checkerboard,7,low,random,page_4KB,30,256,4,0,True,10,1.3464
545,checkerboard,7,low,random,page_4KB,60,1024,4,0,True,10,1.9008
546,checkerboard,7,low,random,page_4KB,120,1024,4,0,True,10,2.3760000000000003
547,checkerboard,7,low,random,page_4KB,300,1024,4,0,True,10,3.168
548,checkerboard,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.9747200000000003
549,checkerboard,7,low,rowhammer_like,page_4KB,60,1024,4,0,True,1,2.7878400000000005
550,checkerboard,7,low,rowhammer_like,page_4KB,120,1024,4,0,True,1,3.4848000000000003
551,checkerboard,7,low,rowhammer_like,page_4KB,300,1024,4,0,True,1,4.646400000000001
552,checkerboard,7,medium,sequential,page_4KB,30,1024,8,4,True,-1,2.317392
553,checkerboard,7,medium,sequential,page_4KB,60,1024,8,4,True,-1,2.7808704000000004
554,checkerboard,7,medium,sequential,page_4KB,120,4096,8,4,True,-1,4.171305600000001
555,checkerboard,7,medium,sequential,page_4KB,300,4096,8,4,True,-1,5.561740800000001
556,checkerboard,7,medium,random,page_4KB,30,1024,8,4,True,10,2.9272320000000005
557,checkerboard,7,medium,random,page_4KB,60,1024,8,4,True,10,3.5126784000000004
558,checkerboard,7,medium,random,page_4KB,120,4096,8,4,True,10,5.269017600000001
559,checkerboard,7,medium,random,page_4KB,300,4096,8,4,True,10,7.025356800000001
560,checkerboard,7,medium,rowhammer_like,page_4KB,30,1024,8,4,True,1,4.293273600000001
561,checkerboard,7,medium,rowhammer_like,page_4KB,60,1024,8,4,True,1,5.151928320000001
562,checkerboard,7,medium,rowhammer_like,page_4KB,120,4096,8,4,True,1,7.727892480000001
563,checkerboard,7,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,10.303856640000001
564,checkerboard,7,high,sequential,page_4KB,30,4096,16,8,True,-1,5.00346
565,checkerboard,7,high,sequential,page_4KB,60,4096,16,8,True,-1,6.004151999999999
566,checkerboard,7,high,sequential,page_4KB,120,4096,16,8,True,-1,7.50519
567,checkerboard,7,high,sequential,page_4KB,300,0,16,8,True,-1,11.674739999999996
568,checkerboard,7,high,random,page_4KB,30,4096,16,8,True,10,6.320159999999999
569,checkerboard,7,high,random,page_4KB,60,4096,16,8,True,10,7.584191999999999
570,checkerboard,7,high,random,page_4KB,120,4096,16,8,True,10,9.480239999999998
571,checkerboard,7,high,random,page_4KB,300,0,16,8,True,10,14.747039999999998
572,checkerboard,7,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,9.269568
573,checkerboard,7,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,11.1234816
574,checkerboard,7,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.904351999999998
575,checkerboard,7,high,rowhammer_like,page_4KB,300,0,16,8,True,1,21.628991999999997
576,random,0,low,sequential,page_4KB,30,256,4,0,False,-1,0.8075
577,random,0,low,sequential,page_4KB,60,1024,4,0,False,-1,1.14
578,random,0,low,sequential,page_4KB,120,1024,4,0,False,-1,1.4249999999999998
579,random,0,low,sequential,page_4KB,300,1024,4,0,False,-1,1.9
580,random,0,low,random,page_4KB,30,256,4,0,True,10,1.122
581,random,0,low,random,page_4KB,60,1024,4,0,True,10,1.584
582,random,0,low,random,page_4KB,120,1024,4,0,True,10,1.98
583,random,0,low,random,page_4KB,300,1024,4,0,True,10,2.64
584,random,0,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
585,random,0,low,rowhammer_like,page_4KB,60,1024,4,0,True,1,2.3232000000000004
586,random,0,low,rowhammer_like,page_4KB,120,1024,4,0,True,1,2.904000000000001
587,random,0,low,rowhammer_like,page_4KB,300,1024,4,0,True,1,3.8720000000000008
588,random,0,medium,sequential,page_4KB,30,1024,8,4,True,-1,1.9311600000000002
589,random,0,medium,sequential,page_4KB,60,1024,8,4,True,-1,2.317392
590,random,0,medium,sequential,page_4KB,120,4096,8,4,True,-1,3.4760880000000003
591,random,0,medium,sequential,page_4KB,300,4096,8,4,True,-1,4.634784
592,random,0,medium,random,page_4KB,30,1024,8,4,True,10,2.43936
593,random,0,medium,random,page_4KB,60,1024,8,4,True,10,2.9272320000000005
594,random,0,medium,random,page_4KB,120,4096,8,4,True,10,4.390848000000001
595,random,0,medium,random,page_4KB,300,4096,8,4,True,10,5.854464000000001
596,random,0,medium,rowhammer_like,page_4KB,30,1024,8,4,True,1,3.5777280000000005
597,random,0,medium,rowhammer_like,page_4KB,60,1024,8,4,True,1,4.293273600000001
598,random,0,medium,rowhammer_like,page_4KB,120,4096,8,4,True,1,6.4399104000000005
599,random,0,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,8.586547200000002
600,random,0,high,sequential,page_4KB,30,4096,16,8,True,-1,4.16955
601,random,0,high,sequential,page_4KB,60,4096,16,8,True,-1,5.00346
602,random,0,high,sequential,page_4KB,120,4096,16,8,True,-1,6.254325
603,random,0,high,sequential,page_4KB,300,0,16,8,True,-1,9.72895
604,random,0,high,random,page_4KB,30,4096,16,8,True,10,5.2668
605,random,0,high,random,page_4KB,60,4096,16,8,True,10,6.320159999999999
606,random,0,high,random,page_4KB,120,4096,16,8,True,10,7.9002
607,random,0,high,random,page_4KB,300,0,16,8,True,10,12.289199999999997
608,random,0,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,7.72464
609,random,0,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,9.269568
610,random,0,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,11.586960000000003
611,random,0,high,rowhammer_like,page_4KB,300,0,16,8,True,1,18.02416
612,random,1,low,sequential,page_4KB,30,256,4,0,False,-1,0.8075
613,random,1,low,sequential,page_4KB,60,1024,4,0,False,-1,1.14
614,random,1,low,sequential,page_4KB,120,1024,4,0,False,-1,1.4249999999999998
615,random,1,low,sequential,page_4KB,300,1024,4,0,False,-1,1.9
616,random,1,low,random,page_4KB,30,256,4,0,True,10,1.122
617,random,1,low,random,page_4KB,60,1024,4,0,True,10,1.584
618,random,1,low,random,page_4KB,120,1024,4,0,True,10,1.98
619,random,1,low,random,page_4KB,300,1024,4,0,True,10,2.64
620,random,1,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
621,random,1,low,rowhammer_like,page_4KB,60,1024,4,0,True,1,2.3232000000000004
622,random,1,low,rowhammer_like,page_4KB,120,1024,4,0,True,1,2.904000000000001
623,random,1,low,rowhammer_like,page_4KB,300,1024,4,0,True,1,3.8720000000000008
624,random,1,medium,sequential,page_4KB,30,1024,8,4,True,-1,1.9311600000000002
625,random,1,medium,sequential,page_4KB,60,1024,8,4,True,-1,2.317392
626,random,1,medium,sequential,page_4KB,120,4096,8,4,True,-1,3.4760880000000003
627,random,1,medium,sequential,page_4KB,300,4096,8,4,True,-1,4.634784
628,random,1,medium,random,page_4KB,30,1024,8,4,True,10,2.43936
629,random,1,medium,random,page_4KB,60,1024,8,4,True,10,2.9272320000000005
630,random,1,medium,random,page_4KB,120,4096,8,4,True,10,4.390848000000001
631,random,1,medium,random,page_4KB,300,4096,8,4,True,10,5.854464000000001
632,random,1,medium,rowhammer_like,page_4KB,30,1024,8,4,True,1,3.5777280000000005
633,random,1,medium,rowhammer_like,page_4KB,60,1024,8,4,True,1,4.293273600000001
634,random,1,medium,rowhammer_like,page_4KB,120,4096,8,4,True,1,6.4399104000000005
635,random,1,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,8.586547200000002
