agent,episode,action_id,count,pattern,region,concurrency,access_pattern,block_size,duration_s,memory_mb,copy_threads,cpu_threads,warm_copy,max_errors,stress_score
random,19,1007,1,march,3,high,rowhammer_like,page_4KB,300,0,16,8,True,1,20.727784000000003
random,19,1883,1,inversion,4,low,rowhammer_like,page_4KB,300,1024,4,0,True,1,4.568960000000001
random,19,164,1,walking_1_0,4,medium,rowhammer_like,page_4KB,30,1024,8,4,True,1,3.935500800000001
random,19,1847,1,inversion,3,low,rowhammer_like,page_4KB,300,1024,4,0,True,1,4.568960000000001
random,19,384,1,checkerboard,2,high,sequential,page_4KB,30,4096,16,8,True,-1,5.00346
random,19,943,1,march,2,low,random,page_4KB,300,1024,4,0,True,10,3.036
random,19,829,1,random,7,low,sequential,page_4KB,60,1024,4,0,False,-1,1.14
random,19,661,1,random,2,medium,sequential,page_4KB,60,1024,8,4,True,-1,2.317392
random,19,581,1,random,0,low,random,page_4KB,60,1024,4,0,True,10,1.584
random,19,1217,1,butterfly,1,high,random,page_4KB,60,4096,16,8,True,10,8.216207999999998
random,19,355,1,checkerboard,1,high,random,page_4KB,300,0,16,8,True,10,14.747039999999998
random,19,1218,1,butterfly,1,high,random,page_4KB,120,4096,16,8,True,10,10.27026
random,19,1131,1,march,7,medium,sequential,page_4KB,300,4096,8,4,True,-1,5.330001599999999
random,19,8,1,walking_1_0,0,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.8101600000000007
random,19,1088,1,march,6,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.8924400000000001
random,19,257,1,walking_1_0,7,low,random,page_4KB,60,1024,4,0,True,10,1.7424000000000002
random,19,1853,1,inversion,3,medium,random,page_4KB,60,1024,8,4,True,10,3.45413376
random,19,1862,1,inversion,3,high,sequential,page_4KB,120,4096,16,8,True,-1,7.380103499999999
random,19,431,1,checkerboard,3,high,rowhammer_like,page_4KB,300,0,16,8,True,1,21.628991999999997
random,19,1319,1,butterfly,4,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,11.162511360000002
random,19,561,1,checkerboard,7,medium,rowhammer_like,page_4KB,60,1024,8,4,True,1,5.151928320000001
random,19,1372,1,butterfly,6,low,random,page_4KB,30,256,4,0,True,10,1.4586000000000001
random,19,1164,1,butterfly,0,medium,sequential,page_4KB,30,1024,8,4,True,-1,2.510508
random,19,1934,1,inversion,5,high,sequential,page_4KB,120,4096,16,8,True,-1,7.380103499999999
random,19,1345,1,butterfly,5,medium,sequential,page_4KB,60,1024,8,4,True,-1,3.0126095999999998
random,19,1054,1,march,5,low,rowhammer_like,page_4KB,120,1024,4,0,True,1,3.3396000000000003
random,19,568,1,checkerboard,7,high,random,page_4KB,30,4096,16,8,True,10,6.320159999999999
random,20,258,1,walking_1_0,7,low,random,page_4KB,120,1024,4,0,True,10,2.178
random,20,1714,1,solid,7,medium,rowhammer_like,page_4KB,120,4096,8,4,True,1,6.76190592
random,20,98,3,walking_1_0,2,high,sequential,page_4KB,120,4096,16,8,True,-1,6.879757499999999
random,20,1430,1,butterfly,7,high,sequential,page_4KB,120,4096,16,8,True,-1,8.1306225
random,20,219,1,walking_1_0,6,low,sequential,page_4KB,300,1024,4,0,False,-1,2.09
random,20,676,1,random,2,high,random,page_4KB,30,4096,16,8,True,10,5.2668
random,20,236,1,walking_1_0,6,medium,rowhammer_like,page_4KB,30,1024,8,4,True,1,3.935500800000001
random,20,700,1,random,3,medium,random,page_4KB,30,1024,8,4,True,10,2.43936
random,20,665,1,random,2,medium,random,page_4KB,60,1024,8,4,True,10,2.9272320000000005
random,20,76,1,walking_1_0,2,low,random,page_4KB,30,256,4,0,True,10,1.2342000000000002
random,20,1482,1,solid,1,low,random,page_4KB,120,1024,4,0,True,10,2.079
random,20,654,1,random,2,low,random,page_4KB,120,1024,4,0,True,10,1.98
random,20,347,1,checkerboard,1,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,10.303856640000001
random,20,404,1,checkerboard,3,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.9747200000000003
random,20,603,1,random,0,high,sequential,page_4KB,300,0,16,8,True,-1,9.72895
random,20,1590,1,solid,4,low,random,page_4KB,120,1024,4,0,True,10,2.079
random,20,341,1,checkerboard,1,medium,random,page_4KB,60,1024,8,4,True,10,3.5126784000000004
random,20,792,1,random,6,low,sequential,page_4KB,30,256,4,0,False,-1,0.8075
random,20,250,1,walking_1_0,6,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,12.745656
random,20,1641,1,solid,5,medium,rowhammer_like,page_4KB,60,1024,8,4,True,1,4.50793728
random,20,1437,1,butterfly,7,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,12.0504384
random,20,1789,1,inversion,1,high,sequential,page_4KB,60,4096,16,8,True,-1,5.904082799999999
random,20,790,1,random,5,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,11.586960000000003
random,20,1028,1,march,4,medium,rowhammer_like,page_4KB,30,1024,8,4,True,1,4.114387200000001
random,20,1127,1,march,7,low,rowhammer_like,page_4KB,300,1024,4,0,True,1,4.452800000000001
random,20,167,1,walking_1_0,4,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
random,20,1688,1,solid,6,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.110872
random,20,528,1,checkerboard,6,high,sequential,page_4KB,30,4096,16,8,True,-1,5.00346
random,20,1791,1,inversion,1,high,sequential,page_4KB,300,0,16,8,True,-1,11.480160999999999
random,20,447,1,checkerboard,4,medium,sequential,page_4KB,300,4096,8,4,True,-1,5.561740800000001
random,20,1803,2,inversion,2,low,sequential,page_4KB,300,1024,4,0,False,-1,2.242
random,20,1975,1,inversion,6,high,random,page_4KB,300,0,16,8,True,10,14.501256000000001
random,20,1150,1,march,7,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
random,20,429,1,checkerboard,3,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,11.1234816
random,20,373,1,checkerboard,2,medium,sequential,page_4KB,60,1024,8,4,True,-1,2.7808704000000004
random,20,74,1,walking_1_0,2,low,sequential,page_4KB,120,1024,4,0,False,-1,1.5675000000000001
random,20,1579,1,solid,3,high,random,page_4KB,300,0,16,8,True,10,12.903659999999999
random,20,1457,1,solid,0,medium,random,page_4KB,60,1024,8,4,True,10,3.0735936
random,20,1852,1,inversion,3,medium,random,page_4KB,30,1024,8,4,True,10,2.8784448
random,20,491,1,checkerboard,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,10.303856640000001
random,20,760,1,random,5,low,random,page_4KB,30,256,4,0,True,10,1.122
random,20,991,1,march,3,medium,random,page_4KB,300,4096,8,4,True,10,6.7326336
random,20,1484,1,solid,1,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.7278800000000003
random,20,1798,1,inversion,1,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.672612800000003
random,20,1571,1,solid,3,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.01587456
random,20,1826,1,inversion,2,high,sequential,page_4KB,120,4096,16,8,True,-1,7.380103499999999
random,20,1771,1,inversion,1,low,random,page_4KB,300,1024,4,0,True,10,3.1152
random,20,826,1,random,6,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,11.586960000000003
random,20,1841,1,inversion,3,low,random,page_4KB,60,1024,4,0,True,10,1.86912
random,20,1583,1,solid,3,high,rowhammer_like,page_4KB,300,0,16,8,True,1,18.925368000000002
random,20,545,1,checkerboard,7,low,random,page_4KB,60,1024,4,0,True,10,1.9008
random,20,686,1,random,3,low,sequential,page_4KB,120,1024,4,0,False,-1,1.4249999999999998
random,20,1399,1,butterfly,6,high,random,page_4KB,300,0,16,8,True,10,15.975959999999997
random,20,1355,1,butterfly,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,11.162511360000002
random,20,23,1,walking_1_0,0,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
random,20,1881,1,inversion,4,low,rowhammer_like,page_4KB,60,1024,4,0,True,1,2.741376
random,20,1060,1,march,5,medium,random,page_4KB,30,1024,8,4,True,10,2.8052639999999998
random,20,2004,1,inversion,7,high,sequential,page_4KB,30,4096,16,8,True,-1,4.920069
random,20,1129,1,march,7,medium,sequential,page_4KB,60,1024,8,4,True,-1,2.6650007999999996
random,20,1477,1,solid,1,low,sequential,page_4KB,60,1024,4,0,False,-1,1.1969999999999998
random,20,1728,1,inversion,0,low,sequential,page_4KB,30,256,4,0,False,-1,0.9528499999999999
random,21,1902,1,inversion,4,high,random,page_4KB,120,4096,16,8,True,10,9.322235999999998
random,21,976,2,march,3,low,random,page_4KB,30,256,4,0,True,10,1.2903
random,21,850,1,random,7,medium,rowhammer_like,page_4KB,120,4096,8,4,True,1,6.4399104000000005
random,21,329,1,checkerboard,1,low,random,page_4KB,60,1024,4,0,True,10,1.9008
random,21,533,1,checkerboard,6,high,random,page_4KB,60,4096,16,8,True,10,7.584191999999999
random,21,277,1,walking_1_0,7,high,sequential,page_4KB,60,4096,16,8,True,-1,5.503805999999999
random,21,19,1,walking_1_0,0,medium,random,page_4KB,300,4096,8,4,True,10,6.4399104
random,21,1300,1,butterfly,4,low,random,page_4KB,30,256,4,0,True,10,1.4586000000000001
random,21,506,1,checkerboard,6,low,sequential,page_4KB,120,1024,4,0,False,-1,1.7099999999999997
random,21,1777,1,inversion,1,medium,sequential,page_4KB,60,1024,8,4,True,-1,2.73452256
random,21,1905,1,inversion,4,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,10.938090240000001
random,21,1979,1,inversion,6,high,rowhammer_like,page_4KB,300,0,16,8,True,1,21.2685088
random,21,1052,1,march,5,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.8924400000000001
random,21,592,1,random,0,medium,random,page_4KB,30,1024,8,4,True,10,2.43936
random,21,1050,1,march,5,low,random,page_4KB,120,1024,4,0,True,10,2.277
random,21,283,1,walking_1_0,7,high,random,page_4KB,300,0,16,8,True,10,13.518119999999996
random,21,532,1,checkerboard,6,high,random,page_4KB,30,4096,16,8,True,10,6.320159999999999
random,21,1557,1,solid,3,low,rowhammer_like,page_4KB,60,1024,4,0,True,1,2.43936
random,21,182,1,walking_1_0,5,low,sequential,page_4KB,120,1024,4,0,False,-1,1.5675000000000001
random,21,202,1,walking_1_0,5,medium,rowhammer_like,page_4KB,120,4096,8,4,True,1,7.083901440000002
random,21,1715,1,solid,7,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.01587456
random,21,1312,1,butterfly,4,medium,random,page_4KB,30,1024,8,4,True,10,3.1711679999999998
random,21,74,1,walking_1_0,2,low,sequential,page_4KB,120,1024,4,0,False,-1,1.5675000000000001
random,21,482,1,checkerboard,5,medium,sequential,page_4KB,120,4096,8,4,True,-1,4.171305600000001
random,21,1078,1,march,5,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
random,21,1391,1,butterfly,6,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,11.162511360000002
random,21,1816,1,inversion,2,medium,random,page_4KB,30,1024,8,4,True,10,2.8784448
random,21,831,1,random,7,low,sequential,page_4KB,300,1024,4,0,False,-1,1.9
random,21,484,1,checkerboard,5,medium,random,page_4KB,30,1024,8,4,True,10,2.9272320000000005
random,21,63,1,walking_1_0,1,high,sequential,page_4KB,300,0,16,8,True,-1,10.701844999999999
random,21,21,1,walking_1_0,0,medium,rowhammer_like,page_4KB,60,1024,8,4,True,1,4.722600960000001
random,21,1080,1,march,6,low,sequential,page_4KB,30,256,4,0,False,-1,0.9286249999999999
random,21,1558,1,solid,3,low,rowhammer_like,page_4KB,120,1024,4,0,True,1,3.049200000000001
random,21,1454,1,solid,0,medium,sequential,page_4KB,120,4096,8,4,True,-1,3.6498924000000006
random,21,468,1,checkerboard,5,low,sequential,page_4KB,30,256,4,0,False,-1,0.969
random,21,946,1,march,2,low,rowhammer_like,page_4KB,120,1024,4,0,True,1,3.3396000000000003
random,21,117,1,walking_1_0,3,low,rowhammer_like,page_4KB,60,1024,4,0,True,1,2.5555200000000005
random,21,1516,1,solid,2,low,random,page_4KB,30,256,4,0,True,10,1.1781000000000001
random,21,1651,1,solid,5,high,random,page_4KB,300,0,16,8,True,10,12.903659999999999
random,21,1496,1,solid,1,medium,rowhammer_like,page_4KB,30,1024,8,4,True,1,3.7566144
random,21,1885,1,inversion,4,medium,sequential,page_4KB,60,1024,8,4,True,-1,2.73452256
random,21,736,1,random,4,medium,random,page_4KB,30,1024,8,4,True,10,2.43936
random,21,317,1,checkerboard,0,high,random,page_4KB,60,4096,16,8,True,10,7.584191999999999
random,21,381,1,checkerboard,2,medium,rowhammer_like,page_4KB,60,1024,8,4,True,1,5.151928320000001
random,21,1826,1,inversion,2,high,sequential,page_4KB,120,4096,16,8,True,-1,7.380103499999999
random,21,620,1,random,1,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
random,21,700,1,random,3,medium,random,page_4KB,30,1024,8,4,True,10,2.43936
random,21,268,1,walking_1_0,7,medium,random,page_4KB,30,1024,8,4,True,10,2.683296
random,21,444,1,checkerboard,4,medium,sequential,page_4KB,30,1024,8,4,True,-1,2.317392
random,21,1999,1,inversion,7,medium,random,page_4KB,300,4096,8,4,True,10,6.90826752
random,21,96,1,walking_1_0,2,high,sequential,page_4KB,30,4096,16,8,True,-1,4.586505
random,21,1550,1,solid,3,low,sequential,page_4KB,120,1024,4,0,False,-1,1.49625
random,21,475,1,checkerboard,5,low,random,page_4KB,300,1024,4,0,True,10,3.168
random,21,739,1,random,4,medium,random,page_4KB,300,4096,8,4,True,10,5.854464000000001
random,21,600,1,random,0,high,sequential,page_4KB,30,4096,16,8,True,-1,4.16955
random,21,212,1,walking_1_0,5,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
random,21,1872,1,inversion,4,low,sequential,page_4KB,30,256,4,0,False,-1,0.9528499999999999
random,21,332,1,checkerboard,1,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.9747200000000003
random,21,198,1,walking_1_0,5,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
random,21,79,1,walking_1_0,2,low,random,page_4KB,300,1024,4,0,True,10,2.9040000000000004
random,21,1352,1,butterfly,5,medium,rowhammer_like,page_4KB,30,1024,8,4,True,1,4.651046400000001
random,21,1334,1,butterfly,5,low,sequential,page_4KB,120,1024,4,0,False,-1,1.8525
random,21,1102,1,march,6,medium,rowhammer_like,page_4KB,120,4096,8,4,True,1,7.405896960000002
random,22,382,1,checkerboard,2,medium,rowhammer_like,page_4KB,120,4096,8,4,True,1,7.727892480000001
random,22,284,1,walking_1_0,7,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
random,22,109,1,walking_1_0,3,low,sequential,page_4KB,60,1024,4,0,False,-1,1.254
random,22,1103,1,march,6,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.874529280000003
random,22,445,1,checkerboard,4,medium,sequential,page_4KB,60,1024,8,4,True,-1,2.7808704000000004
random,22,1914,1,inversion,5,low,random,page_4KB,120,1024,4,0,True,10,2.3364
random,22,594,1,random,0,medium,random,page_4KB,120,4096,8,4,True,10,4.390848000000001
random,22,1192,1,butterfly,1,low,random,page_4KB,30,256,4,0,True,10,1.4586000000000001
random,22,360,1,checkerboard,2,low,sequential,page_4KB,30,256,4,0,False,-1,0.969
random,22,456,1,checkerboard,4,high,sequential,page_4KB,30,4096,16,8,True,-1,5.00346
random,22,1480,1,solid,1,low,random,page_4KB,30,256,4,0,True,10,1.1781000000000001
random,22,1538,1,solid,2,high,sequential,page_4KB,120,4096,16,8,True,-1,6.56704125
random,22,1392,1,butterfly,6,high,sequential,page_4KB,30,4096,16,8,True,-1,5.420415
random,22,1606,1,solid,4,medium,rowhammer_like,page_4KB,120,4096,8,4,True,1,6.76190592
random,22,1273,1,butterfly,3,medium,sequential,page_4KB,60,1024,8,4,True,-1,3.0126095999999998
random,22,909,1,march,1,low,rowhammer_like,page_4KB,60,1024,4,0,True,1,2.67168
random,22,1434,1,butterfly,7,high,random,page_4KB,120,4096,16,8,True,10,10.27026
random,22,595,1,random,0,medium,random,page_4KB,300,4096,8,4,True,10,5.854464000000001
random,22,290,1,checkerboard,0,low,sequential,page_4KB,120,1024,4,0,False,-1,1.7099999999999997
random,22,797,1,random,6,low,random,page_4KB,60,1024,4,0,True,10,1.584
random,22,154,1,walking_1_0,4,low,rowhammer_like,page_4KB,120,1024,4,0,True,1,3.1944000000000012
random,22,893,1,march,0,high,random,page_4KB,60,4096,16,8,True,10,7.268183999999998
random,22,1616,1,solid,4,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.110872
random,22,1561,1,solid,3,medium,sequential,page_4KB,60,1024,8,4,True,-1,2.4332616000000002
random,22,748,1,random,4,high,random,page_4KB,30,4096,16,8,True,10,5.2668
random,22,46,1,walking_1_0,1,low,rowhammer_like,page_4KB,120,1024,4,0,True,1,3.1944000000000012
random,22,1735,1,inversion,0,low,random,page_4KB,300,1024,4,0,True,10,3.1152
random,22,1555,1,solid,3,low,random,page_4KB,300,1024,4,0,True,10,2.7720000000000002
random,22,1229,1,butterfly,2,low,random,page_4KB,60,1024,4,0,True,10,2.0592
random,22,1655,1,solid,5,high,rowhammer_like,page_4KB,300,0,16,8,True,1,18.925368000000002
random,22,1752,1,inversion,0,high,sequential,page_4KB,30,4096,16,8,True,-1,4.920069
random,22,1039,1,march,4,high,random,page_4KB,300,0,16,8,True,10,14.132579999999997
random,22,370,1,checkerboard,2,low,rowhammer_like,page_4KB,120,1024,4,0,True,1,3.4848000000000003
random,22,1592,1,solid,4,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.7278800000000003
random,22,283,1,walking_1_0,7,high,random,page_4KB,300,0,16,8,True,10,13.518119999999996
random,22,1862,1,inversion,3,high,sequential,page_4KB,120,4096,16,8,True,-1,7.380103499999999
random,22,453,1,checkerboard,4,medium,rowhammer_like,page_4KB,60,1024,8,4,True,1,5.151928320000001
random,22,1336,1,butterfly,5,low,random,page_4KB,30,256,4,0,True,10,1.4586000000000001
random,22,852,1,random,7,high,sequential,page_4KB,30,4096,16,8,True,-1,4.16955
random,22,1379,1,butterfly,6,low,rowhammer_like,page_4KB,300,1024,4,0,True,1,5.033600000000001
random,22,171,1,walking_1_0,4,high,sequential,page_4KB,300,0,16,8,True,-1,10.701844999999999
random,23,494,1,checkerboard,5,high,sequential,page_4KB,120,4096,16,8,True,-1,7.50519
random,23,718,1,random,3,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,11.586960000000003
random,23,92,1,walking_1_0,2,medium,rowhammer_like,page_4KB,30,1024,8,4,True,1,3.935500800000001
random,23,1939,1,inversion,5,high,random,page_4KB,300,0,16,8,True,10,14.501256000000001
random,23,1713,1,solid,7,medium,rowhammer_like,page_4KB,60,1024,8,4,True,1,4.50793728
random,23,800,1,random,6,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
random,23,339,1,checkerboard,1,medium,sequential,page_4KB,300,4096,8,4,True,-1,5.561740800000001
random,23,751,1,random,4,high,random,page_4KB,300,0,16,8,True,10,12.289199999999997
random,23,1574,1,solid,3,high,sequential,page_4KB,120,4096,16,8,True,-1,6.56704125
random,23,521,1,checkerboard,6,medium,random,page_4KB,60,1024,8,4,True,10,3.5126784000000004
random,23,1346,1,butterfly,5,medium,sequential,page_4KB,120,4096,8,4,True,-1,4.5189144
random,23,1755,1,inversion,0,high,sequential,page_4KB,300,0,16,8,True,-1,11.480160999999999
random,23,1880,1,inversion,4,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.9418080000000002
random,23,930,1,march,1,high,random,page_4KB,120,4096,16,8,True,10,9.08523
random,23,1344,1,butterfly,5,medium,sequential,page_4KB,30,1024,8,4,True,-1,2.510508
random,23,1960,1,inversion,6,medium,random,page_4KB,30,1024,8,4,True,10,2.8784448
random,23,1356,1,butterfly,5,high,sequential,page_4KB,30,4096,16,8,True,-1,5.420415
random,23,239,1,walking_1_0,6,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
random,23,152,1,walking_1_0,4,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.8101600000000007
random,23,321,1,checkerboard,0,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,11.1234816
random,23,1182,1,butterfly,0,high,random,page_4KB,120,4096,16,8,True,10,10.27026
random,23,1298,1,butterfly,4,low,sequential,page_4KB,120,1024,4,0,False,-1,1.8525
random,23,301,1,checkerboard,0,medium,sequential,page_4KB,60,1024,8,4,True,-1,2.7808704000000004
random,23,1583,1,solid,3,high,rowhammer_like,page_4KB,300,0,16,8,True,1,18.925368000000002
random,23,1943,1,inversion,5,high,rowhammer_like,page_4KB,300,0,16,8,True,1,21.2685088
random,23,695,1,random,3,low,rowhammer_like,page_4KB,300,1024,4,0,True,1,3.8720000000000008
random,23,1878,1,inversion,4,low,random,page_4KB,120,1024,4,0,True,10,2.3364
random,23,1525,1,solid,2,medium,sequential,page_4KB,60,1024,8,4,True,-1,2.4332616000000002
random,23,552,1,checkerboard,7,medium,sequential,page_4KB,30,1024,8,4,True,-1,2.317392
random,23,936,1,march,2,low,sequential,page_4KB,30,256,4,0,False,-1,0.9286249999999999
random,23,1936,1,inversion,5,high,random,page_4KB,30,4096,16,8,True,10,6.214824
random,23,852,1,random,7,high,sequential,page_4KB,30,4096,16,8,True,-1,4.16955
random,23,1134,1,march,7,medium,random,page_4KB,120,4096,8,4,True,10,5.049475199999999
random,23,1746,1,inversion,0,medium,random,page_4KB,120,4096,8,4,True,10,5.181200639999999
random,23,509,1,checkerboard,6,low,random,page_4KB,60,1024,4,0,True,10,1.9008
random,23,1757,1,inversion,0,high,random,page_4KB,60,4096,16,8,True,10,7.4577887999999986
random,23,604,1,random,0,high,random,page_4KB,30,4096,16,8,True,10,5.2668
random,23,1354,1,butterfly,5,medium,rowhammer_like,page_4KB,120,4096,8,4,True,1,8.37188352
random,23,1760,1,inversion,0,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,9.115075200000001
random,23,190,1,walking_1_0,5,low,rowhammer_like,page_4KB,120,1024,4,0,True,1,3.1944000000000012
random,23,1386,1,butterfly,6,medium,random,page_4KB,120,4096,8,4,True,10,5.7081024
random,23,380,1,checkerboard,2,medium,rowhammer_like,page_4KB,30,1024,8,4,True,1,4.293273600000001
random,23,1223,1,butterfly,1,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
random,23,1382,1,butterfly,6,medium,sequential,page_4KB,120,4096,8,4,True,-1,4.5189144
random,23,2012,1,inversion,7,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,9.115075200000001
random,23,880,1,march,0,medium,random,page_4KB,30,1024,8,4,True,10,2.8052639999999998
random,23,68,1,walking_1_0,1,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
random,23,267,1,walking_1_0,7,medium,sequential,page_4KB,300,4096,8,4,True,-1,5.098262399999999
random,23,1803,1,inversion,2,low,sequential,page_4KB,300,1024,4,0,False,-1,2.242
random,23,892,1,march,0,high,random,page_4KB,30,4096,16,8,True,10,6.056819999999999
random,23,1632,1,solid,5,medium,sequential,page_4KB,30,1024,8,4,True,-1,2.027718
random,23,109,1,walking_1_0,3,low,sequential,page_4KB,60,1024,4,0,False,-1,1.254
random,23,1776,1,inversion,1,medium,sequential,page_4KB,30,1024,8,4,True,-1,2.2787688
random,23,491,1,checkerboard,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,10.303856640000001
random,23,1557,1,solid,3,low,rowhammer_like,page_4KB,60,1024,4,0,True,1,2.43936
random,23,1072,1,march,5,high,random,page_4KB,30,4096,16,8,True,10,6.056819999999999
random,23,486,1,checkerboard,5,medium,random,page_4KB,120,4096,8,4,True,10,5.269017600000001
random,23,1315,1,butterfly,4,medium,random,page_4KB,300,4096,8,4,True,10,7.610803199999999
random,23,1927,1,inversion,5,medium,random,page_4KB,300,4096,8,4,True,10,6.90826752
random,23,559,1,checkerboard,7,medium,random,page_4KB,300,4096,8,4,True,10,7.025356800000001
random,23,323,1,checkerboard,0,high,rowhammer_like,page_4KB,300,0,16,8,True,1,21.628991999999997
random,23,1716,1,solid,7,high,sequential,page_4KB,30,4096,16,8,True,-1,4.378027499999999
random,23,5,1,walking_1_0,0,low,random,page_4KB,60,1024,4,0,True,10,1.7424000000000002
random,23,1698,1,solid,7,low,random,page_4KB,120,1024,4,0,True,10,2.079
random,24,1357,1,butterfly,5,high,sequential,page_4KB,60,4096,16,8,True,-1,6.504497999999999
random,24,409,1,checkerboard,3,medium,sequential,page_4KB,60,1024,8,4,True,-1,2.7808704000000004
random,24,1270,1,butterfly,3,low,rowhammer_like,page_4KB,120,1024,4,0,True,1,3.7752000000000008
random,24,515,1,checkerboard,6,low,rowhammer_like,page_4KB,300,1024,4,0,True,1,4.646400000000001
random,24,1252,1,butterfly,2,high,random,page_4KB,30,4096,16,8,True,10,6.846839999999999
random,24,2,1,walking_1_0,0,low,sequential,page_4KB,120,1024,4,0,False,-1,1.5675000000000001
random,24,599,1,random,0,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,8.586547200000002
random,24,1870,1,inversion,3,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.672612800000003
random,24,43,1,walking_1_0,1,low,random,page_4KB,300,1024,4,0,True,10,2.9040000000000004
random,24,884,1,march,0,medium,rowhammer_like,page_4KB,30,1024,8,4,True,1,4.114387200000001
random,24,1621,1,solid,5,low,sequential,page_4KB,60,1024,4,0,False,-1,1.1969999999999998
random,24,899,1,march,0,high,rowhammer_like,page_4KB,300,0,16,8,True,1,20.727784000000003
random,24,892,1,march,0,high,random,page_4KB,30,4096,16,8,True,10,6.056819999999999
random,24,1629,1,solid,5,low,rowhammer_like,page_4KB,60,1024,4,0,True,1,2.43936
random,24,1651,1,solid,5,high,random,page_4KB,300,0,16,8,True,10,12.903659999999999
random,24,1302,1,butterfly,4,low,random,page_4KB,120,1024,4,0,True,10,2.574
random,24,217,1,walking_1_0,6,low,sequential,page_4KB,60,1024,4,0,False,-1,1.254
random,24,0,1,walking_1_0,0,low,sequential,page_4KB,30,256,4,0,False,-1,0.88825
random,24,1472,1,solid,0,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.110872
random,24,415,1,checkerboard,3,medium,random,page_4KB,300,4096,8,4,True,10,7.025356800000001
random,24,298,1,checkerboard,0,low,rowhammer_like,page_4KB,120,1024,4,0,True,1,3.4848000000000003
random,24,1672,1,solid,6,medium,random,page_4KB,30,1024,8,4,True,10,2.5613280000000005
random,24,1378,1,butterfly,6,low,rowhammer_like,page_4KB,120,1024,4,0,True,1,3.7752000000000008
random,24,1638,1,solid,5,medium,random,page_4KB,120,4096,8,4,True,10,4.6103904
random,24,771,1,random,5,medium,sequential,page_4KB,300,4096,8,4,True,-1,4.634784
random,24,1226,1,butterfly,2,low,sequential,page_4KB,120,1024,4,0,False,-1,1.8525
random,24,407,1,checkerboard,3,low,rowhammer_like,page_4KB,300,1024,4,0,True,1,4.646400000000001
random,24,1102,1,march,6,medium,rowhammer_like,page_4KB,120,4096,8,4,True,1,7.405896960000002
random,24,1307,1,butterfly,4,low,rowhammer_like,page_4KB,300,1024,4,0,True,1,5.033600000000001
random,24,353,1,checkerboard,1,high,random,page_4KB,60,4096,16,8,True,10,7.584191999999999
random,24,985,1,march,3,medium,sequential,page_4KB,60,1024,8,4,True,-1,2.6650007999999996
random,24,61,1,walking_1_0,1,high,sequential,page_4KB,60,4096,16,8,True,-1,5.503805999999999
random,24,902,1,march,1,low,sequential,page_4KB,120,1024,4,0,False,-1,1.6387499999999997
